eps, viterbi_accuracy, lstm_accuracy
1.0, 0.5498272852208149, 0.4324587786252504
1.5, 0.5796530847230992, 0.6153295143625235
2.0, 0.7122906065445901, 0.6972767544988071
2.5, 0.7543364409612598, 0.7237054318463739
3.0, 0.7895851131003231, 0.8024803162888681
3.5, 0.8338966682761951, 0.8162383787572975
4.0, 0.8441109831742376, 0.8307042912018361
4.5, 0.8629424655499016, 0.8323445174390676
5.0, 0.8817739479255655, 0.8364821982778894
